		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000010011  244  276  263  264  248  282  267  235 10.846004 0.210578 SUCCESS   9
000010101  229  252  277  254  235  251  259  251  6.198828 0.624971 SUCCESS  10
000010111  243  225  252  235  236  253  249  238  5.175216 0.738695 SUCCESS  11
000011001  251  228  205  246  260  250  248  242 11.137042 0.194054 SUCCESS  12
000011011  271  248  238  240  269  260  262  245  5.461471 0.707305 SUCCESS  13
000011101  285  276  238  217  279  242  253  264 17.566004 0.024726 SUCCESS  14
000011111  250  273  265  239  241  235  253  281  8.904283 0.350435 SUCCESS  15
000100011  228  256  270  250  259  277  229  250  8.984703 0.343588 SUCCESS  16
000100101  248  261  273  258  236  241  297  264 14.077164 0.079776 SUCCESS  17
000100111  256  287  260  264  221  285  254  258 15.927475 0.043430 SUCCESS  18
000101001  246  234  241  260  221  247  263  246  6.150990 0.630323 SUCCESS  19
000101011  235  259  250  237  228  257  242  261  4.931887 0.764831 SUCCESS  20
000101101  245  256  255  220  232  247  241  238  6.379580 0.604793 SUCCESS  21
000101111  241  232  266  266  233  265  251  222  9.165325 0.328542 SUCCESS  22
000110011  254  222  219  265  258  250  254  240  8.956646 0.345966 SUCCESS  23
000110101  256  258  254  257  251  225  241  251  3.611030 0.890404 SUCCESS  24
000110111  267  237  248  259  250  255  269  247  3.885002 0.867347 SUCCESS  25
000111001  251  257  269  227  256  227  259  260  6.976396 0.539182 SUCCESS  26
000111011  282  271  243  247  270  278  269  263 13.408590 0.098543 SUCCESS  27
000111101  231  239  251  268  253  224  227  252  8.371079 0.398086 SUCCESS  28
000111111  261  245  256  236  234  243  267  273  6.212145 0.623482 SUCCESS  29
001000011  255  277  231  237  260  232  244  227  9.399475 0.309725 SUCCESS  30
001000101  229  268  256  235  244  248  238  214 10.359475 0.240696 SUCCESS  31
001000111  234  256  246  231  287  271  251  252 10.280865 0.245864 SUCCESS  32
001001011  262  251  264  246  237  235  257  266  4.371402 0.822157 SUCCESS  33
001001101  248  251  243  261  275  260  242  229  5.814182 0.668037 SUCCESS  34
001001111  256  267  250  235  264  257  248  265  4.242109 0.834645 SUCCESS  35
001010011  231  256  246  250  238  247  236  263  3.847636 0.870602 SUCCESS  36
001010101  262  246  262  239  230  252  233  221  8.098012 0.423955 SUCCESS  37
001010111  234  246  221  261  231  272  226  248 10.993398 0.202074 SUCCESS  38
001011011  252  237  265  237  231  243  259  217  8.875321 0.352923 SUCCESS  39
001011101  234  234  239  234  259  226  243  256  6.738368 0.565106 SUCCESS  40
001011111  266  268  259  266  234  247  214  249 10.256945 0.247453 SUCCESS  41
001100101  253  227  225  286  227  264  237  267 15.066513 0.057865 SUCCESS  42
001100111  260  254  216  278  238  235  248  240 10.459418 0.234249 SUCCESS  43
001101011  257  243  243  265  272  260  224  262  7.351345 0.499242 SUCCESS  44
001101101  249  255  257  231  252  228  247  247  3.893018 0.866644 SUCCESS  45
001101111  262  229  266  241  264  272  239  237  7.829212 0.450329 SUCCESS  46
001110101  244  242  234  232  245  272  249  260  5.334376 0.721312 SUCCESS  47
001110111  245  264  245  269  242  276  267  277  9.795887 0.279645 SUCCESS  48
001111011  228  264  247  260  257  252  249  252  3.505527 0.898760 SUCCESS  49
001111101  247  261  239  273  254  225  260  253  6.331741 0.610125 SUCCESS  50
001111111  256  257  245  225  246  237  249  258  4.071830 0.850585 SUCCESS  51
010000011  271  283  257  241  252  239  244  260  7.953980 0.437978 SUCCESS  52
010000111  248  274  274  240  273  240  256  246  8.020695 0.431451 SUCCESS  53
010001011  240  256  251  260  271  255  245  225  5.598263 0.692131 SUCCESS  54
010001111  219  249  249  250  269  231  254  253  7.071556 0.528932 SUCCESS  55
010010011  258  236  251  246  270  255  267  263  4.805309 0.778168 SUCCESS  56
010010111  261  269  247  258  267  248  237  254  4.279216 0.831094 SUCCESS  57
010011011  246  246  247  246  232  260  257  230  3.843111 0.870994 SUCCESS  58
010011111  279  263  238  253  265  237  248  250  6.462715 0.595546 SUCCESS  59
010100011  211  236  272  257  249  255  247  250  9.450933 0.305694 SUCCESS  60
010100111  243  261  247  275  233  259  252  257  5.080057 0.748986 SUCCESS  61
010101011  265  254  275  235  244  242  233  224  8.916566 0.349383 SUCCESS  62
010101111  241  271  235  247  239  264  243  262  5.238182 0.731842 SUCCESS  63
010110011  250  246  220  240  249  264  254  237  5.778885 0.671984 SUCCESS  64
010110111  251  224  256  217  250  264  250  228 10.261212 0.247169 SUCCESS  65
010111011  239  235  235  259  233  243  243  263  4.991491 0.758485 SUCCESS  66
010111111  249  240  247  260  226  265  233  272  7.380048 0.496237 SUCCESS  67
011000111  253  243  239  266  252  243  259  233  3.548323 0.895407 SUCCESS  68
011001111  257  252  227  278  249  237  253  224  9.186141 0.326838 SUCCESS  69
011010111  274  250  270  285  249  264  243  245 10.237939 0.248721 SUCCESS  70
011011111  249  242  277  223  264  280  251  215 15.908339 0.043711 SUCCESS  71
011101111  229  243  245  235  236  260  257  254  4.549956 0.804415 SUCCESS  72
011111111  253  247  237  242  241  254  236  257  2.449204 0.964058 SUCCESS  73
100000000  246  232  251  269  225  228  246  238  8.146368 0.419305 SUCCESS  74
100010000  236  273  240  245  273  221  214  258 14.806634 0.063016 SUCCESS  75
100100000  259  267  260  272  251  237  247  280  8.420727 0.393487 SUCCESS  76
100101000  238  258  248  254  240  242  224  239  4.911976 0.766942 SUCCESS  77
100110000  275  237  271  220  263  221  264  230 15.475467 0.050534 SUCCESS  78
100111000  245  245  246  265  225  249  256  282  8.181277 0.415966 SUCCESS  79
101000000  263  251  258  265  205  250  267  256 11.623830 0.168793 SUCCESS  80
101000100  239  236  251  252  255  244  231  247  3.109632 0.927290 SUCCESS  81
101001000  248  238  252  276  273  264  257  262  7.232913 0.511724 SUCCESS  82
101001100  256  259  240  249  254  226  252  210  9.980646 0.266387 SUCCESS  83
101010000  250  250  259  254  245  263  284  236  6.803014 0.558028 SUCCESS  84
101010100  227  250  254  270  239  222  254  243  7.917778 0.441543 SUCCESS  85
101011000  248  236  242  237  212  272  237  249 10.463038 0.234018 SUCCESS  86
101011100  253  250  233  252  228  249  234  254  4.375410 0.821765 SUCCESS  87
101100000  267  226  250  254  246  263  256  273  6.752590 0.563546 SUCCESS  88
101100100  254  265  263  240  250  242  246  255  2.546432 0.959531 SUCCESS  89
101101000  279  256  262  268  245  261  257  279  9.864929 0.274634 SUCCESS  90
101101100  235  256  264  251  249  245  235  235  3.860436 0.869491 SUCCESS  91
101110000  278  251  253  254  255  254  280  261  7.756291 0.457631 SUCCESS  92
101110100  243  252  257  260  242  256  259  227  3.772776 0.877020 SUCCESS  93
101111000  250  241  236  248  244  275  265  226  7.209511 0.514206 SUCCESS  94
101111100  273  253  263  249  256  256  226  242  5.877406 0.660962 SUCCESS  95
110000000  240  235  255  259  262  232  255  228  5.821034 0.667271 SUCCESS  96
110000010  236  259  284  227  242  253  257  247  8.660178 0.371769 SUCCESS  97
110000100  254  292  265  230  243  260  254  231 12.130400 0.145480 SUCCESS  98
110001000  235  275  236  235  238  250  225  266  9.494246 0.302330 SUCCESS  99
110001010  246  250  240  265  245  246  238  264  2.986416 0.935207 SUCCESS 100
110010000  255  285  252  259  260  247  241  259  6.652129 0.574587 SUCCESS 101
110010010  257  237  265  206  245  245  258  252 10.326505 0.242853 SUCCESS 102
110010100  233  250  231  253  259  242  219  274  9.680558 0.288166 SUCCESS 103
110011000  266  260  254  236  267  250  263  251  4.255168 0.833399 SUCCESS 104
110011010  239  233  238  235  278  292  246  231 15.323806 0.053147 SUCCESS 105
110100000  257  243  253  251  209  263  260  251  8.517180 0.384646 SUCCESS 106
110100010  284  240  250  259  267  277  242  255 10.121317 0.256614 SUCCESS 107
110100100  254  239  229  250  261  277  250  252  5.926279 0.655490 SUCCESS 108
110101000  224  236  239  244  272  255  275  242  9.212259 0.324708 SUCCESS 109
110101010  230  258  267  266  253  212  254  246 10.316808 0.243490 SUCCESS 110
110101100  236  254  233  226  244  259  230  260  7.001220 0.536501 SUCCESS 111
110110000  257  235  258  223  257  263  272  240  7.733406 0.459936 SUCCESS 112
110110010  234  273  228  268  241  253  231  232  9.792137 0.279919 SUCCESS 113
110110100  263  256  239  259  257  262  245  266  3.651111 0.887151 SUCCESS 114
110111000  284  256  262  241  256  250  274  261  8.906222 0.350269 SUCCESS 115
110111010  238  251  258  266  255  238  256  252  2.790408 0.946814 SUCCESS 116
110111100  247  224  233  262  237  257  251  248  5.542925 0.698280 SUCCESS 117
111000000  255  259  247  252  244  253  256  245  0.932339 0.998641 SUCCESS 118
111000010  262  263  254  237  225  253  271  252  6.526844 0.588432 SUCCESS 119
111000100  254  242  265  252  238  230  254  262  4.190780 0.839513 SUCCESS 120
111000110  269  244  232  264  238  262  268  287 11.998392 0.151276 SUCCESS 121
111001000  237  272  260  246  270  235  239  253  6.306917 0.612895 SUCCESS 122
111001010  254  238  251  245  245  254  247  270  2.631895 0.955297 SUCCESS 123
111001100  270  260  231  237  241  245  238  269  6.788275 0.559639 SUCCESS 124
111010000  245  244  258  241  218  264  247  243  6.134699 0.632147 SUCCESS 125
111010010  243  249  231  261  257  235  256  236  4.290465 0.830012 SUCCESS 126
111010100  254  267  242  274  245  261  267  228  7.716986 0.461593 SUCCESS 127
111010110  242  231  262  244  255  249  239  246  3.173374 0.923011 SUCCESS 128
111011000  256  241  248  241  243  257  261  259  2.077745 0.978535 SUCCESS 129
111011010  241  270  238  269  232  281  252  268 10.759636 0.215694 SUCCESS 130
111011100  279  243  270  242  243  254  255  258  6.244857 0.619825 SUCCESS 131
111100000  234  270  263  248  241  240  250  250  4.178238 0.840695 SUCCESS 132
111100010  243  254  253  254  235  241  231  258  3.392784 0.907350 SUCCESS 133
111100100  248  230  257  229  270  215  257  260 11.034125 0.199773 SUCCESS 134
111100110  266  270  241  260  287  271  240  260 11.791394 0.160757 SUCCESS 135
111101000  238  253  254  257  235  239  259  248  2.682966 0.952653 SUCCESS 136
111101010  251  245  233  266  239  261  260  248  3.794368 0.875183 SUCCESS 137
111101100  240  253  239  253  247  235  212  245  8.024962 0.431036 SUCCESS 138
111101110  250  256  278  221  264  244  262  256  8.580792 0.378883 SUCCESS 139
111110000  224  269  277  258  236  253  255  253  8.563467 0.380447 SUCCESS 140
111110010  270  240  259  237  278  238  248  246  7.027337 0.533686 SUCCESS 141
111110100  238  250  273  271  247  233  257  261  6.549212 0.585954 SUCCESS 142
111110110  272  271  226  246  251  243  238  234  8.135766 0.420322 SUCCESS 143
111111000  226  273  242  247  229  257  222  283 14.647733 0.066368 SUCCESS 144
111111010  270  239  275  270  234  259  252  269  9.309616 0.316854 SUCCESS 145
111111100  237  255  246  226  241  258  242  280  7.838392 0.449414 SUCCESS 146
111111110  253  247  237  242  241  254  236  257  2.449204 0.964058 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  248  228  239  238  269  254  230  253  6.362125 0.606738 SUCCESS   0
000000011  268  232  248  228  282  242  227  231 12.878360 0.116104 SUCCESS   1
000000101  248  241  248  255  272  246  221  274  8.403661 0.395065 SUCCESS   2
000000111  246  253  244  257  257  240  251  228  3.075111 0.929556 SUCCESS   3
000001001  256  261  227  239  284  235  259  278 12.636453 0.124985 SUCCESS   4
000001011  237  240  241  245  276  253  235  278  8.560881 0.380681 SUCCESS   5
000001101  241  245  251  215  254  266  240  251  7.049446 0.531307 SUCCESS   6
000001111  259  237  248  279  232  240  240  229  8.518343 0.384540 SUCCESS   7
000010001  250  272  250  269  249  252  237  230  5.872105 0.661556 SUCCESS   8
000010011  246  258  247  234  287  229  253  282 13.194610 0.105327 SUCCESS   9
000010101  258  245  239  245  243  263  262  283  6.980533 0.538734 SUCCESS  10
000010111  265  244  236  237  285  229  238  247 10.113430 0.257155 SUCCESS  11
000011001  264  251  230  225  254  236  216  238 11.300469 0.185248 SUCCESS  12
000011011  217  243  262  228  250  236  253  258  8.412711 0.394228 SUCCESS  13
000011101  244  275  244  250  220  247  243  221 10.319653 0.243303 SUCCESS  14
000011111  253  255  254  278  213  262  235  242 10.905091 0.207135 SUCCESS  15
000100011  256  261  236  260  246  237  226  241  5.353123 0.719253 SUCCESS  16
000100101  246  243  237  258  256  219  245  274  7.841624 0.449092 SUCCESS  17
000100111  248  254  253  255  290  264  262  242  8.523515 0.384070 SUCCESS  18
000101001  287  232  254  266  250  255  256  243  8.590618 0.377998 SUCCESS  19
000101011  268  247  249  246  230  239  260  266  5.077212 0.749293 SUCCESS  20
000101101  239  262  257  253  211  278  246  246 11.004388 0.201451 SUCCESS  21
000101111  222  241  229  275  262  244  241  246  9.130158 0.331435 SUCCESS  22
000110011  232  268  224  215  265  240  238  255 12.581891 0.127068 SUCCESS  23
000110101  260  234  245  256  254  253  281  250  5.809010 0.668616 SUCCESS  24
000110111  241  259  277  240  248  237  251  270  6.477972 0.593852 SUCCESS  25
000111001  245  262  247  269  259  266  230  262  5.880251 0.660644 SUCCESS  26
000111011  250  250  252  242  218  243  248  219  8.703232 0.367946 SUCCESS  27
000111101  246  238  263  246  250  259  304  259 14.170642 0.077425 SUCCESS  28
000111111  259  253  273  263  232  262  232  255  6.644242 0.575456 SUCCESS  29
001000011  247  265  272  253  232  263  249  262  5.653083 0.686027 SUCCESS  30
001000101  261  248  263  278  233  279  277  221 15.638764 0.047852 SUCCESS  31
001000111  233  262  252  256  236  245  234  253  3.964000 0.860357 SUCCESS  32
001001011  248  248  243  262  244  220  242  255  5.067515 0.750336 SUCCESS  33
001001101  235  244  242  235  270  249  252  294 11.963871 0.152823 SUCCESS  34
001001111  280  284  262  247  270  268  242  230 14.065398 0.080077 SUCCESS  35
001010011  240  223  253  245  241  243  248  255  4.221681 0.836589 SUCCESS  36
001010101  252  252  259  248  236  273  245  287  9.158602 0.329094 SUCCESS  37
001010111  259  239  255  255  236  244  258  250  2.266772 0.971722 SUCCESS  38
001011011  247  243  254  254  229  249  259  239  3.033479 0.932239 SUCCESS  39
001011101  266  246  263  268  260  223  251  234  7.659709 0.467396 SUCCESS  40
001011111  225  236  227  281  248  246  249  252  9.660259 0.289685 SUCCESS  41
001100101  283  246  263  262  264  221  250  227 12.348000 0.136339 SUCCESS  42
001100111  248  277  249  235  270  243  221  255  9.408137 0.309044 SUCCESS  43
001101011  255  236  256  245  245  241  274  222  7.228776 0.512163 SUCCESS  44
001101101  228  239  243  246  238  229  252  274  7.585495 0.474970 SUCCESS  45
001101111  223  255  241  240  251  238  271  242  6.552703 0.585568 SUCCESS  46
001110101  237  247  267  233  247  268  257  234  5.766214 0.673401 SUCCESS  47
001110111  246  276  267  237  252  247  229  238  7.231103 0.511916 SUCCESS  48
001111011  234  253  262  241  253  252  275  247  4.706400 0.788446 SUCCESS  49
001111101  248  253  257  257  256  247  253  237  1.382925 0.994486 SUCCESS  50
001111111  276  254  257  234  241  272  224  249  9.264493 0.320477 SUCCESS  51
010000011  239  239  235  268  244  252  232  249  4.777382 0.781083 SUCCESS  52
010000111  250  269  248  250  234  268  250  257  4.115919 0.846516 SUCCESS  53
010001011  261  240  232  267  243  276  249  214 11.814020 0.159697 SUCCESS  54
010001111  235  258  265  250  256  254  254  252  2.427612 0.965021 SUCCESS  55
010010011  245  259  263  282  251  254  264  240  6.676954 0.571854 SUCCESS  56
010010111  252  249  244  275  233  251  219  239  8.427063 0.392903 SUCCESS  57
010011011  211  242  262  275  272  263  250  251 12.448590 0.132283 SUCCESS  58
010011111  267  251  242  240  225  274  229  229 10.490966 0.232242 SUCCESS  59
010100011  254  253  263  244  267  257  262  263  3.653180 0.886982 SUCCESS  60
010100111  260  256  217  260  249  273  246  274 10.128687 0.256110 SUCCESS  61
010101011  246  248  247  243  246  241  238  274  3.700760 0.883063 SUCCESS  62
010101111  258  249  226  254  249  235  242  231  5.404453 0.713601 SUCCESS  63
010110011  261  251  258  219  259  230  263  259  7.769996 0.456254 SUCCESS  64
010110111  272  260  262  211  254  247  251  240  9.825883 0.277460 SUCCESS  65
010111011  255  233  250  256  268  214  252  241  8.498303 0.386366 SUCCESS  66
010111111  255  254  231  258  250  225  257  226  7.094053 0.526520 SUCCESS  67
011000111  256  209  261  265  243  254  249  254  8.873511 0.353079 SUCCESS  68
011001111  257  272  262  234  271  261  243  252  6.411386 0.601253 SUCCESS  69
011010111  228  273  259  251  216  229  271  244 13.107596 0.108201 SUCCESS  70
011011111  246  249  239  283  270  251  255  253  6.882271 0.549387 SUCCESS  71
011101111  256  273  272  258  276  248  238  255  8.127362 0.421129 SUCCESS  72
011111111  268  249  246  245  232  249  231  221  7.824428 0.450806 SUCCESS  73
100000000  248  228  239  238  269  254  230  253  6.362125 0.606738 SUCCESS  74
100010000  238  245  218  256  261  241  240  266  7.388970 0.495305 SUCCESS  75
100100000  245  237  239  260  282  292  215  246 18.388566 0.018495 SUCCESS  76
100101000  257  255  263  253  253  242  243  253  1.587079 0.991166 SUCCESS  77
100110000  244  249  242  239  248  232  261  252  2.788469 0.946923 SUCCESS  78
100111000  257  234  238  260  238  235  257  253  4.034465 0.854001 SUCCESS  79
101000000  269  260  232  245  244  284  238  263  9.582554 0.295555 SUCCESS  80
101000100  236  269  265  257  254  250  245  254  3.677875 0.884955 SUCCESS  81
101001000  279  271  257  239  236  278  252  250 10.086667 0.258996 SUCCESS  82
101001100  254  241  273  246  245  216  281  274 13.905463 0.084263 SUCCESS  83
101010000  269  298  250  258  240  254  252  276 14.596792 0.067476 SUCCESS  84
101010100  268  263  252  251  257  274  265  268  6.930368 0.544164 SUCCESS  85
101011000  256  239  261  228  268  266  242  280  9.545964 0.298349 SUCCESS  86
101011100  253  253  296  267  235  242  259  263 12.263701 0.139820 SUCCESS  87
101100000  266  231  239  218  257  235  266  262 10.075289 0.259781 SUCCESS  88
101100100  251  256  239  258  251  253  236  263  2.470925 0.963073 SUCCESS  89
101101000  224  257  255  267  247  262  233  256  6.276533 0.616287 SUCCESS  90
101101100  224  230  238  252  227  257  255  245  7.653115 0.468067 SUCCESS  91
101110000  237  244  272  267  231  240  225  246  8.600832 0.377079 SUCCESS  92
101110100  255  242  283  245  227  252  271  264  9.823038 0.277667 SUCCESS  93
101111000  235  271  249  256  249  238  264  244  4.469147 0.812512 SUCCESS  94
101111100  252  233  238  262  239  229  252  239  5.238958 0.731757 SUCCESS  95
110000000  238  211  269  255  254  224  220  255 15.166327 0.055991 SUCCESS  96
110000010  270  248  222  240  247  248  286  245 10.848978 0.210404 SUCCESS  97
110000100  233  262  262  253  243  237  242  246  3.654602 0.886865 SUCCESS  98
110001000  261  213  222  258  249  253  241  267 11.240735 0.188428 SUCCESS  99
110001010  261  255  251  253  248  244  256  257  1.165842 0.996968 SUCCESS 100
110010000  253  246  254  254  266  273  224  258  6.548954 0.585983 SUCCESS 101
110010010  269  252  253  267  227  249  260  263  6.054020 0.641181 SUCCESS 102
110010100  254  243  267  242  273  253  243  241  4.495265 0.809907 SUCCESS 103
110011000  242  225  241  250  252  232  224  253  7.366473 0.497658 SUCCESS 104
110011010  238  258  237  244  239  259  237  243  3.440622 0.903749 SUCCESS 105
110100000  249  254  224  252  262  257  247  242  3.982618 0.858688 SUCCESS 106
110100010  244  239  245  250  259  249  231  242  2.845358 0.943684 SUCCESS 107
110100100  251  276  266  252  237  257  259  251  5.124275 0.744215 SUCCESS 108
110101000  253  294  273  272  247  253  244  285 17.545705 0.024903 SUCCESS 109
110101010  262  259  240  246  268  242  258  255  3.388259 0.907687 SUCCESS 110
110101100  265  223  256  229  238  269  272  241 10.346675 0.241532 SUCCESS 111
110110000  211  241  248  234  242  227  259  242 10.744768 0.216585 SUCCESS 112
110110010  235  266  245  249  275  237  226  246  7.829341 0.450316 SUCCESS 113
110110100  225  232  265  221  261  237  249  245  9.635822 0.291522 SUCCESS 114
110111000  226  219  238  238  229  260  244  259 10.261859 0.247126 SUCCESS 115
110111010  261  267  277  249  267  231  266  253  8.511491 0.385164 SUCCESS 116
110111100  245  248  240  242  250  255  241  254  1.300048 0.995552 SUCCESS 117
111000000  227  234  259  263  246  216  233  242 10.581341 0.226567 SUCCESS 118
111000010  255  262  261  244  266  240  251  230  4.481947 0.811236 SUCCESS 119
111000100  236  233  214  269  223  216  230  255 18.403564 0.018396 SUCCESS 120
111000110  252  251  246  265  259  268  277  256  5.868097 0.662004 SUCCESS 121
111001000  230  245  243  259  279  269  257  234  8.533341 0.383177 SUCCESS 122
111001010  260  244  273  259  251  267  234  268  6.693244 0.570062 SUCCESS 123
111001100  270  247  247  266  246  240  224  255  6.168186 0.628399 SUCCESS 124
111010000  249  223  237  235  269  254  252  235  7.151717 0.520356 SUCCESS 125
111010010  259  289  265  260  232  278  237  268 14.608040 0.067230 SUCCESS 126
111010100  249  258  265  279  247  250  239  285 10.294828 0.244940 SUCCESS 127
111010110  281  253  260  225  240  269  255  226 11.407911 0.179640 SUCCESS 128
111011000  244  256  272  252  259  235  264  242  4.661794 0.793036 SUCCESS 129
111011010  225  264  272  265  261  256  258  241  7.585107 0.475009 SUCCESS 130
111011100  252  219  238  228  237  253  264  225 10.713220 0.218484 SUCCESS 131
111100000  252  239  211  260  241  230  258  218 13.703636 0.089825 SUCCESS 132
111100010  220  255  226  265  248  227  245  236 10.250610 0.247875 SUCCESS 133
111100100  236  261  247  244  279  249  249  249  4.991491 0.758485 SUCCESS 134
111100110  285  209  243  278  226  244  201  259 28.263572 0.000427 FAILURE 135
111101000  256  220  239  266  287  245  249  228 13.205212 0.104981 SUCCESS 136
111101010  250  279  232  248  255  259  248  270  6.951960 0.541825 SUCCESS 137
111101100  239  287  250  256  281  243  249  258 10.769463 0.215107 SUCCESS 138
111101110  230  247  270  240  239  262  285  231 11.419677 0.179034 SUCCESS 139
111110000  243  257  235  264  232  243  250  229  5.509051 0.702037 SUCCESS 140
111110010  247  281  244  241  240  279  268  264 10.550311 0.228503 SUCCESS 141
111110100  254  258  244  257  229  247  227  236  5.537883 0.698839 SUCCESS 142
111110110  225  262  255  256  276  272  241  242  8.837051 0.356228 SUCCESS 143
111111000  245  249  228  262  236  245  261  238  4.711960 0.787872 SUCCESS 144
111111010  262  240  257  250  229  272  235  258  6.235418 0.620880 SUCCESS 145
111111100  260  252  216  252  239  249  250  250  5.730271 0.677416 SUCCESS 146
111111110  268  249  246  245  232  249  231  221  7.824428 0.450806 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  251  250  245  272  225  260  231  232  7.939370 0.439415 SUCCESS   0
000000011  252  253  246  246  243  237  241  234  2.476226 0.962830 SUCCESS   1
000000101  251  252  264  235  249  244  275  243  4.705883 0.788499 SUCCESS   2
000000111  236  278  258  226  257  244  246  272  9.125115 0.331852 SUCCESS   3
000001001  228  243  243  242  238  242  248  278  6.788663 0.559597 SUCCESS   4
000001011  256  229  252  230  253  260  250  260  4.508453 0.808587 SUCCESS   5
000001101  253  262  270  271  250  248  237  277  7.853261 0.447934 SUCCESS   6
000001111  269  276  287  236  270  237  212  255 19.202853 0.013812 SUCCESS   7
000010001  256  233  238  250  208  258  240  229 11.730497 0.163640 SUCCESS   8
000010011  254  252  220  253  240  212  253  254 10.327152 0.242811 SUCCESS   9
000010101  239  227  253  235  242  258  234  244  5.386352 0.715596 SUCCESS  10
000010111  252  231  242  221  259  271  262  255  8.112493 0.422559 SUCCESS  11
000011001  252  265  239  271  244  240  266  235  5.826982 0.666605 SUCCESS  12
000011011  249  254  251  258  241  252  254  265  1.691160 0.989061 SUCCESS  13
000011101  266  242  245  230  266  236  240  255  5.467030 0.706690 SUCCESS  14
000011111  266  278  257  241  268  247  218  235 11.387354 0.180702 SUCCESS  15
000100011  260  238  243  238  257  249  245  228  4.115402 0.846564 SUCCESS  16
000100101  272  237  254  270  234  244  268  251  6.979499 0.538846 SUCCESS  17
000100111  242  232  248  229  270  222  247  257  8.578206 0.379116 SUCCESS  18
000101001  251  270  247  254  242  264  254  259  3.244873 0.918064 SUCCESS  19
000101011  217  228  256  256  263  258  230  236 10.228630 0.249344 SUCCESS  20
000101101  263  246  264  263  253  243  246  256  2.735071 0.949868 SUCCESS  21
000101111  254  264  244  235  250  245  271  260  4.301713 0.828928 SUCCESS  22
000110011  257  258  258  256  246  228  249  234  4.011451 0.856089 SUCCESS  23
000110101  227  250  269  247  247  236  248  271  6.408154 0.601612 SUCCESS  24
000110111  267  227  243  252  236  238  245  237  5.805907 0.668963 SUCCESS  25
000111001  253  240  252  241  254  252  249  253  0.926004 0.998674 SUCCESS  26
000111011  234  265  234  235  261  243  267  248  5.894085 0.659095 SUCCESS  27
000111101  234  245  234  269  290  292  247  275 20.267709 0.009369 FAILURE  28
000111111  234  270  238  260  246  257  237  251  4.695022 0.789620 SUCCESS  29
001000011  268  205  249  245  232  244  232  254 12.713253 0.122104 SUCCESS  30
001000101  222  267  256  260  237  269  249  251  7.204598 0.514728 SUCCESS  31
001000111  262  271  231  253  260  263  234  259  6.462715 0.595546 SUCCESS  32
001001011  253  234  251  238  220  265  255  228  8.449560 0.390831 SUCCESS  33
001001101  230  253  221  257  261  242  246  265  7.133745 0.522274 SUCCESS  34
001001111  234  277  249  236  262  228  239  290 14.611014 0.067165 SUCCESS  35
001010011  255  262  265  259  219  269  253  252  7.493051 0.484486 SUCCESS  36
001010101  274  247  228  263  259  257  255  238  6.361867 0.606767 SUCCESS  37
001010111  229  242  247  268  256  277  244  220 10.502602 0.231505 SUCCESS  38
001011011  262  248  250  243  253  262  237  237  2.845487 0.943677 SUCCESS  39
001011101  257  271  248  280  248  257  262  236  7.401123 0.494036 SUCCESS  40
001011111  269  269  221  223  270  248  265  270 13.744752 0.088666 SUCCESS  41
001100101  266  255  218  257  250  245  270  243  7.563644 0.477211 SUCCESS  42
001100111  245  256  259  248  265  229  232  225  7.280622 0.506680 SUCCESS  43
001101011  248  255  254  259  262  254  250  279  4.670715 0.792121 SUCCESS  44
001101101  282  251  247  238  274  277  262  264 11.692097 0.165479 SUCCESS  45
001101111  245  236  241  228  264  224  270  245  8.612081 0.376069 SUCCESS  46
001110101  243  246  235  246  247  231  250  237  3.487685 0.900143 SUCCESS  47
001110111  251  250  246  255  250  252  227  259  2.712832 0.951067 SUCCESS  48
001111011  243  269  237  248  285  292  248  265 15.737414 0.046296 SUCCESS  49
001111101  273  268  247  234  263  260  255  237  6.545980 0.586312 SUCCESS  50
001111111  233  263  264  255  248  260  227  270  7.085778 0.527407 SUCCESS  51
010000011  275  246  279  236  249  245  254  245  7.223475 0.512725 SUCCESS  52
010000111  266  216  219  252  258  255  219  255 14.274465 0.074886 SUCCESS  53
010001011  265  265  241  278  225  269  264  236 11.147515 0.193480 SUCCESS  54
010001111  253  262  235  271  261  271  257  279  9.407491 0.309095 SUCCESS  55
